hotel_name,hotel_lat,hotel_lon
Hôtel Le Pré Carré,45.90249645,6.12611979
Le gîte de Sabina - Colmar,48.078685,7.363114
appartement à Colmar,48.075111,7.357813
Apartment Classified 3 stars quiet close to the lake and shops,45.9135905,6.1393833
Fast Hotel Colmar Houssen,48.12846197,7.36145005
HomeBuddy' - Les terrasses de Bonlieu - appartement cocon,45.9024146,6.1257953
Appartements atypiques centre historique,47.320976,5.034216
Le Salmanazar,47.32557413,5.0326997
LA BONNE ESCALE I Centre Historique Dijon I RENT IMMO,47.3143468,5.03567745
Le Jean-Sébastien Bach,48.58816909,7.77828276
K Hotel,48.59304756,7.71466415
Citadines Kléber Strasbourg,48.58384564,7.74342477
City Résidence Strasbourg Centre,48.58906194,7.73879863
Hôtel Campanile Strasbourg Aéroport Lingolsheim,48.56176222,7.69705474
Appartements Paola,48.58361986,7.74157137
Citadines Eurometropole Strasbourg,48.60427412,7.70446112
HANNONG Hotel & Wine Bar,48.58279611,7.74312839
Le Moon,48.58750934,7.74958822
Hotel Cour du Corbeau Strasbourg - MGallery,48.57934881,7.75155723
Gîte de l'Est 1,48.077698,7.3645283
LE PHENIX,47.33500575,5.04459377
Studio Dijon Rue Pietonne,47.32151579,5.04041894
Le Grand Cru,47.313776,5.0285214
La Maria - Dijon Centre,47.323132,5.041169
Appart&Spa Devosge,47.32646452,5.03911911
The down town Nenad's SPA,47.31697178,5.03988046
Bel appartement à louer au coeur de Dijon,47.3148367,5.0301499
HAPPY STUDIO Gare Centre,45.18676477,5.71715114
FASTHOTEL A Dijon,47.34941205,5.07348821
Le Rapp,48.0764186,7.35596895
L'invitation - A 200m de la Petite Venise,48.0748492,7.3571268
Colmarappart Rue Des Clefs,48.07770918,7.360768
Duplex des Dominicains - 1 Parking GRATUIT - Hypercentre 6 personnes,48.0783,7.357391
Le Mans'Art,47.31001546,5.05903384
SavoieLac - Annecy Mavéria,45.906434,6.1445885
Apartment for 4 people near the city center,45.911167,6.119652
Mercure Annecy Sud,45.88932486,6.10639751
Zenitude Hôtel-Résidences Les Hauts d'Annecy,45.890749,6.107753
Nice flat with balcony in Annecy - Welkeys,45.9161358,6.122524
Le Kaliste - T2 pouvant accueillir 4 personnes garage,45.9092609,6.1240535
Carnot on the Roof 2 - 4 personnes Lac à 400m,45.9026716,6.1251526
Appartement cosy au cœur d’Annecy avec parking,45.91566139,6.12355917
COLMAR PASTEUR City,48.077267,7.337564
Maison 1934 - Colmar Gare & parking gratuit j,48.0718823,7.34384118
Dream Loft,48.0758209,7.3429442
Les Appartements de la Gare,48.0751287,7.3455389
Residence La Petite Venise,48.070892,7.3539
Residence La Petite Venise,48.070892,7.3539
Le XI - Suite Colmar Gare - Parking,48.07429442,7.34840164
Le Chaumontel,45.903969,6.120485
Chez Alexane,45.8945379,6.1320743
Appartement 4P Hypercentre. Place de Cathédrale,48.0783167,7.3577972
Apartment with terrace and garage Classified 4 stars,45.894939,6.129367
L'ECHAPPEE BELLE - Charme,45.9106793,6.1398143
Hotel des Arts,48.58031945,7.75127023
Hotel Bellevue,45.91940436,6.12418592
Sweet Loft Grenoble,45.1867729,5.7322614
SavoieLac - Annecy Mavéria,45.906434,6.1445885
Spa Millénium,45.1781241,5.7302013
Villa atmosphère à l'ile verte,45.1975119,5.7413948
Le Boheme - Rent4night Grenoble,45.1856514,5.7438784
HAPPY HOME Europole Berriat,45.18984476,5.70508569
Les terrasses de Libération,45.1765459,5.7155774
Hôtel Tandem - Boutique Hôtel,48.58383633,7.73494899
Boutique Hotel Des XV,48.5892382,7.7827334
LIFE CATHEDRALE CITY-Center Place Gutenberg,48.58163534,7.74854487
Appartements Le 32,48.58005151,7.74878651
Strasbourg sublime : Old City - petite France,48.5804475,7.73284408
Hilton Strasbourg,48.59655677,7.7552855
Un séjour de Charme à STRASBOURG,48.580354,7.7502931
Le nid de Gueb,48.00414424,7.27822922
Le Grand Hotel,48.58469688,7.736561
BED & SPA - LA PARENTHESE Topdestination-Dijon,47.3175914,5.0348979
LE COIN VINTAGE I HyperCentre Dijon I RENT IMMO,47.3175914,5.0348979
Le Comte est bon,47.3239796,5.0442959
Loveappart21 Pimentez votre vie de couple,47.3212799,5.0362918
Nyx suite d’exception,47.31626,5.034375
STUDIO LE PERGAUD Topdestination-Dijon,47.317812,5.034747
Le Vannerie - Appartement cœur historique - Tout équipé,47.3230021,5.0458365
Joli T2 lumineux et cosy au centre d'Annecy,45.9135736,6.1240736
La Caravelle - Appartement moderne à 2 pas du centre-ville d'Annecy,45.8938567,6.1184571
Pretty 2 rooms in the city center,45.903164,6.125324
Le Thélème - Appartement Duplex à Annecy balcon & parking à 800m du Lac,45.9050949,6.1283252
CÔTÉ GARE - Gare - Centre-ville - Parking - Netflix - Wifi - Disney+ - Terrasse,45.9029487,6.1185474
La Cour Filaterie - Suite au d'Annecy PDJ en option,45.89973,6.12621
Appartement Annecy Green,45.907929,6.127946
LE BREDALA COLMAR,48.06740492,7.35899593
Appartement meublé T4,45.18149455,5.74091944
Apartment for two people facing the lake,45.9033265,6.1336304
HomeBuddy' - La Venise des Alpes,45.898309,6.126883
Le Gouverneur - à 5 min du Lac - Terrasse & Jardin - 2 personnes,45.9066398,6.1383204
Le Talabar - appartement pour 4 personnes dans maison avec jardin,45.9087931,6.1511234
Rent4night Grenoble Europole,45.190199,5.710694
R'Studio Ciné Salle 2 Hypercentre Grenoble,45.1890561,5.7214398
François 1er au Manoir,45.175593,5.71373
NOCNOC - L'Amazonie,45.1788595,5.7340008
Grenoble hyper-centre + WiFi + Netflix,45.18127131,5.72097498
Le 22 Ehrmann,48.5929136,7.7550499
Hôtel LÉONOR the place to live,48.585942,7.747235
SWEETHOME DIJON - Drapeau,47.33992382,5.04527996
Lagrange Apart’Hotel Strasbourg Wilson,48.58741328,7.73824275
Le cosy de la gare,48.07154481,7.34729428
ibis Strasbourg Centre Les Halles,48.58599411,7.74306346
Eden spa appartement d’exception,47.318182,5.033349
Suite Darcy & Spa,47.3255506,5.0339933
Luxury Suite lilas 3,47.309505,5.042043
Studio for 2 located in the city center,45.90033,6.125876
Les Glieres centre ville spacieux au 5ieme etage,45.9012713,6.1221796
Les suites sainte claire,45.898496,6.12471447
LP's house,45.89996005,6.11639142
La Forclaz,45.90575174,6.12538576
Le Triplex Carnot - Appartement avec Climatisation pour 5 personnes,45.9019936,6.1255177
Résidence Pierre & Vacances La Petite Venise,48.07093986,7.35386556
Spacious 1-bedroom with terrace 15 min from Lake Annecy Welkeys,45.9106801,6.1398152
R'Studio Ciné Salle 1 Hypercentre Grenoble,45.1890561,5.7214398
Holiday Inn Express Dijon,47.3269991,5.07608727
Le 62 - Spacieux T2 avec JARDIN,45.1864523,5.710784
Le 1970,45.1798365,5.7074144
R’Studio 18 Hyper Centre,45.190052,5.7291873
La suite Grenoble spa jacuzzi et sauna privatif,45.18269011,5.74799547
Charmant T2 rénové,45.1810655,5.7225164
Logement cosy quartier Championnet,45.18750794,5.71980908
Appartement spa privatif Grenoble At Home Spa,45.195231,5.729459
Odalys City Colmar La Rose d'Argent,48.07891558,7.36514839
L'ambassadeur - Colmar centre,48.07811575,7.36194647
Mercure Colmar Centre Unterlinden,48.0810608,7.35717729
Gite BI UNS chez Silvana,48.07748642,7.35618792
Appartement Le 22 - Colmar Centre Parking Privatif en option,48.0755157,7.35665962
Hotel Arc-En-Ciel Colmar Contact Hotel,48.08745399,7.36068696
Le Colombier,48.07376803,7.35829376
L'aparthoteL LhL,47.32566596,5.03518894
Appart’City Dijon – Toison D’or,47.35495715,5.03765523
Odalys City Dijon Les Cordeliers,47.31827001,5.04011462
Hôtel Restaurant initial by balladins Dijon Nord,47.35121566,5.0696674
Novotel Dijon Sud,47.27952743,5.00770569
Holiday Inn Dijon Toison D'or,47.3557,5.052
Le Thiou,45.8985381,6.1256184
Aparthotel Adagio Access Dijon République,47.325526,5.0494804
T2 45m² très calme proche gare train / routière,45.20451393,5.70347724
L'Esplanade - Appartement Cosy à Grenoble,45.19444162,5.7193681
le Chartreuse / Rent4night Grenoble,45.1856514,5.7438784
Grenoble Studio Europole Gare CEA MINATEC,45.19849591,5.71233407
Fleur de Vigne,48.0461134,7.3051632
PAUL & PIA - Welcome Home Hotel,48.07654046,7.34987363
ibis Dijon Gare,47.32223149,5.02388611
Hôtel Roi Soleil Colmar,48.112478,7.36766875
Maison Cliquot - Appartements Colmar Centre,48.07435847,7.35676107
Castelnau,48.07049955,7.35058363
Grand Hôtel Bristol,48.07245883,7.34755754
Ibis Colmar Est - Hotel Restaurant en Alsace,48.07790332,7.40279764
Le Loft,48.0760676,7.3583871
Kyriad Colmar Centre Unterlinden,48.08601523,7.35729933
Le Viotte King Size,47.246973,6.023198
Kyriad Hotel Dijon Gare,47.32279604,5.02989829
Hôtel des Ducs,47.32170512,5.04365332
Ma Suite - Maison Tillot,47.3202184,5.0350481
ibis Dijon Sud,47.27226918,5.00311777
Kyriad Prestige Dijon Nord - Valmy,47.360673,5.049353
VILLA14,47.3221032,5.0316665
Hôtel Montchapet Dijon Centre,47.32742402,5.03345892
ibis Styles Dijon Central,47.32312149,5.03729984
Gîte au château fleuri,48.042875,7.30672
James Vignoble Hôtel - Eguisheim,48.04496277,7.30157845
Hotel Colmar Vignes Eguisheim,48.04327133,7.30412185
Gîte de charme sur les remparts,48.0437864,7.3057051
Auberge du Rempart,48.04215781,7.30737026
Résidence Pierre & Vacances Le Clos d'Eguisheim,48.04502734,7.31185466
Adagio Grenoble Centre,45.18960902,5.7121785
Hôtel Restaurant À la ville de Nancy,48.04349458,7.30439007
Hôtel Roi Soleil Prestige Colmar,48.11283258,7.36520648
Brit Hotel Confort La Ferme du Pape,48.04228862,7.3094514
Gite Côté Jardin Colmar,48.079903,7.361008
Hotel Saint-Martin,48.07641681,7.35935189
Strasbourg Appart Rue du 22 Novembre,48.58254364,7.74379355
Gîte de l'Ange,48.07851463,7.36037213
Novotel Suites Colmar Centre,48.07161742,7.35999106
PAUL & PIA - Welcome Home Hotel,48.07654046,7.34987363
Hôtel Turenne,48.07192026,7.36053944
Le Parc - Standing apartments in front of the Champ de Mars,48.0770862,7.3525325
Relais & Châteaux La Maison Des Têtes,48.07859549,7.35552706
Appartement Le 22 - Colmar Centre Parking Privatif en option,48.0755157,7.35665962
L'Esquisse Hotel & Spa Colmar - Mgallery,48.07545714,7.35353217
La Cour de Berthe Est,48.076825,7.356487
Maison Cliquot - Appartements Colmar Centre,48.07435847,7.35676107
Appartements centre ville Colmar 4 familles,48.0761344,7.3638795
ibis Styles Besançon,47.25425346,6.0216397
ibis Besançon Centre Ville,47.24045605,6.02599533
Zenitude Hôtel-Résidences Les Hauts Du Chazal,47.22448656,5.95612407
Hôtel de Paris,47.23856537,6.02532506
Best Western Citadelle,47.231541,6.02658033
Hotel Restaurant Siatel Chateaufarine,47.21613222,5.94183326
Hôtel Wilson - Les Collectionneurs,47.31585013,5.04426688
All Suites Besançon,47.25435723,5.99548012
Hôtel République,47.32570141,5.04478052
Appart Hotel Montchapet Dijon Centre,47.327313,5.033343
Comfort Hotel Dijon Sud - 21600 LONGVIC,47.27176415,5.04512519
Mercure Dijon Centre Clemenceau,47.32814395,5.05142838
Hôtel De Paris,47.32343058,5.03017455
Vertigo | a Member of Design Hotels™,47.32428953,5.03427227
Hotel Lux,45.189522,5.716226
Maison Barbillon Grenoble,45.1907933,5.71669668
Residhome Grenoble Caserne De Bonne,45.18346987,5.72433829
Residhotel Le Central'Gare,45.19085898,5.71572438
Séjours & Affaires Grenoble Marie Curie,45.19439642,5.71059331
Gîte le Petit Muscat à Eguisheim,48.0418229,7.30527944
Hôtel Victoria,45.187494,5.721472
Kyriad Grenoble Centre,45.16819994,5.71199477
Le Victoria,48.0425427,7.3074499
Résidence Vénus,48.04363894,7.30606377
Gîte Nature à Eguisheim***,48.0427072,7.3044255
Chez Jade et Ambre,48.0437697,7.3054
Le Hameau d'Eguisheim - Chambres d'hôtes & Gîtes,48.04252897,7.30712727
Maison 1934 - Colmar Gare & Parking gratuit,48.07188416,7.34382733
Studio Eguisheim,48.0476831,7.3132915
L'évidence,48.0778282,7.354917
Résidence Pierre & Vacances La Petite Venise,48.07093986,7.35386556
LOFT,48.0761402,7.3598742
Ibis Colmar Est - Hotel Restaurant en Alsace,48.07790332,7.40279764
Aparthotel Adagio Annecy Centre,45.90320198,6.12267315
Le coin 45,48.0748218,7.3575534
Villa Élyane,48.07015577,7.3487585
B&B Hôtel Colmar Expo,48.09630283,7.36164164
Le Petit Parc,48.0690043,7.3610694
Hotel Régina,47.23664,6.025664
Ethic Etapes CIS de Besançon,47.25111839,5.99989772
Zenitude Hôtel-Résidences La City,47.23568252,6.0140115
Mercure Besancon Parc Micaud,47.24228752,6.03179455
Felicita Vintage Appartements - Colmar City Center,48.07878291,7.35924926
Hotel Victor Hugo & Spa,47.24741871,6.02364331
ibis budget Besançon Centre Gare,47.24684641,6.02312028
Sublime T2 Victor Hugo hypercentre Grenoble,45.1893647,5.7257452
La Mezzanine - Grenoble Centre Gare - Appartement et Parking,45.1872715,5.7118482
Résidence Charles Quint,47.23347773,6.03081581
Hotel Novel Restaurant La Mamma,45.91902744,6.13181949
Reflet du Veyrier Annecy avec parking et vue lac,45.8958706,6.1307437
Premiere Classe Besancon Ecole Valentin,47.27044104,5.9982723
The downtown cosy apartments,48.08210098,7.35861393
Studio 402 au 15 rue Battant à Besançon,47.24091624,6.02029168
Residhotel Grenette,45.19056363,5.72448447
Résidence Le Patricia,45.1920997,5.72396229
Le Grand Hôtel Grenoble,45.19081504,5.72854802
ibis Styles Dijon Sud Domaine De Beauregard 21600 Longvic,47.2712634,5.043089
Hôtel d’Angleterre Grenoble Hyper-Centre,45.18920402,5.72537228
The Originals Residence KOSY appart'hôtels - Les Cèdres,45.17894378,5.73206306
Hotel Mercure Grenoble Centre Président,45.17849379,5.72029755
Gîte l'Aubaine,48.0437022,7.30599767
Novotel Grenoble Centre,45.190695,5.71259558
Residence Le Clos d'Eguisheim,48.044796,7.311634
Gite St Léon à Eguisheim,48.0428645,7.3061238
Au coup de coeur,48.0437876,7.3049667
Okko Hotels Grenoble Jardin Hoche,45.18495018,5.72598981
Hotel Spa Husseren Collections,48.03498767,7.27613837
Chambres d'Hôtes Rachelle Schneider,48.03117684,7.27921352
Zenitude Hôtel-Résidences Les Hauts d'Annecy,45.890749,6.107753
Best Hotel Annecy,45.90074937,6.10030085
Hôtel Restaurant Logis La Palette,48.06059651,7.3035264
Splendid Hotel Annecy,45.90067845,6.12744749
Le Pélican,45.897015,6.131543
Best Western Hotel International,45.89998968,6.11575842
Le Reposoir - Appartement neuf 2 chambres avec terrasse & garage,45.9106793,6.1398143
La Terrasse Saint Jean,45.897447,6.114054
Logis Hotel Darcy Dijon Centre,47.32319058,5.03513396
Les Appartements de Home Petite Venise,48.07406195,7.35946119
Appartements des 2 Têtes,48.07853355,7.35494422
Chez Thomas,48.0823113,7.3465479
Appart' Charmant Piccola Venezia,48.0790449,7.365766
Tripiers Anis,48.07615541,7.3598742
Gîte de l'Ange,48.07851463,7.36037213
Duplex & balcon parc micaud,47.2420434,6.0330967
ibis budget Besançon Ecole Valentin,47.27788606,5.99461377
Brit Hotel Besancon l'Horloge,47.26358654,6.05153292
Hôtel Turenne,48.07192026,7.36053944
L’appart[é] BLACK superbe appartement pop !,47.2487438,6.0287418
Zenitude Hôtel-Résidences Les Hauts Du Chazal,47.22448656,5.95612407
Appart'Hôtel Luxapparts,47.23733956,6.03551203
Le Studio,45.8971673,6.1174189
Appartment Les Suites Du Parc,47.2460398,6.0231621
Studio 402 au 15 rue Battant à Besançon,47.24091624,6.02029168
ibis budget Besançon Ecole Valentin,47.27788606,5.99461377
Brit Hotel Besancon l'Horloge,47.26358654,6.05153292
HÔTEL DE VILLE 2,46.1601293,-1.152081
LA TERRASSE - HOME-ONE,47.2466287,6.0259185
Appartment Les Suites Du Parc,47.2460398,6.0231621
Superbe T2 de 45m² en hyper centre,46.158334,-1.155612
Hotel Campanile Besançon Nord Ecole Valentin,47.27784785,5.99291325
ibis Besançon la City,47.2354914,6.01498839
Petite Roche,46.1598788,-1.1464518
ALEIDA,46.16270354,-1.15040498
Appartement La Rochelle,46.144126,-1.157131
Le Temple,46.1596629,-1.1501891
Hôtel La Monnaie Art & Spa,46.1563008,-1.15810812
Hôtel de Ville 1,46.160094,-1.152085
Appartement La Rochelle,46.154148,-1.182521
Hôtel François 1er,46.16091143,-1.15203694
Beautiful flat 2 minutes from the city centre of La Rochelle - Welkeys,46.1560774,-1.1467828
Appartement La Rochelle,46.158714,-1.155367
L'otentik,46.15655948,-1.14679039
Meublé de Tourisme Au Troubadour,47.3268499,5.0391504
Hotel Victor Hugo,47.32651409,5.03357962
LA TERRASSE - HOME-ONE,47.2466287,6.0259185
Hôtel Le Chambellan,47.32178557,5.04516609
Le Grand Cru,47.313776,5.0285214
Maison des Ambassadeurs,46.16282553,-1.15110219
Appart’City Dijon – Toison D’or,47.35495715,5.03765523
Adonis Dijon Maison Internationale,47.31329026,5.07199162
Hotel Vauban,47.23986296,6.02139884
Les terrasses de Libération,45.1765459,5.7155774
VILLA14,47.3221032,5.0316665
François 1er au Manoir,45.175593,5.71373
Place de Metz,45.187456,5.7300631
Paul Janet,45.1829103,5.7306172
Hotel Europole,45.19023755,5.71266398
Logement entier: Route des Vins.Wintzenheim,48.0680925,7.3130335
Les Appartements de Vallier,45.1803729,5.7115084
ibis Grenoble Centre Bastille,45.19052518,5.72641228
Duplex au centre ville d'Annecy 3 pièces de 84m,45.8971718,6.1251614
Le balcon de l'Aigle,45.1825719,5.7175305
Apartment Classified 3 stars near downtown and lake,45.904591,6.129737
Best Western Plus Hotel Carlton Annecy,45.90034806,6.1223942
Ibis Annecy - Cran-Gevrier,45.90760295,6.10762596
Villa Pasteur - Apartment for 4 pers by the Lake,45.8971718,6.1251614
Apartment with balcony in the city center,45.898674,6.11759
HAPPY APPART Gare Europole,45.18972877,5.71098658
Hotel Spa Husseren Collections,48.03498767,7.27613837
Confort et calme à Colmar,48.069019,7.354518
Duplex au cœur de Dijon,47.32378195,5.04352195
Sous les Tilleuls PARKING HYPERCENTRE 4-6 Personnes,48.07831426,7.35740174
Le petit Colmarien hyper-centre,48.07754,7.356173
Ibis Styles Colmar Nord,48.11068714,7.36243308
Ethic Etapes CIS de Besançon,47.25111839,5.99989772
Loveroom,47.2383798,6.0293679
Ave de la vaite,47.2539472,6.04169602
Non disponible,47.2316015,6.0263008
Appartement Et Garage,47.2530209,6.0365582
Icône Hôtel - Annecy,45.89714929,6.12265885
Rivage Hôtel & Spa Annecy,45.905699,6.151953
Ibis Budget Besançon Ouest,47.21596759,5.94308209
LA DOLCEVITA SPA Chambre privative,47.24066844,6.01868773
Bright studio with terrace and view on the port in La Rochelle - Welkeys,46.1402356,-1.1683064
Nid douillet T2 wifi centre historique 3 étoiles,46.16228973,-1.14801427
Sur le vieux port,46.15754473,-1.1537609
Hôtel Maïtagaria,43.47897745,-1.56064063
Appartement La Rochelle,46.162343,-1.148382
Portes de la Rochelle,46.139161,-1.157235
21 Dupaty Le Studio,46.160046,-1.1529362
La Suite,46.158813,-1.153734
Appartement centre ville et Marché,46.16246501,-1.14562822
Le Pallicien - La Rochelle - île de Ré,46.1683022,-1.1990156
UNE PENICHE DANS LE BASSIN À FLOT DU VIEUX PORT,46.15448886,-1.14989963
La Résidence des Indes,46.159786,-1.15603
Le Temple de La Rochelle,46.1588804,-1.1528761
Studio La Rochelle,46.142469,-1.154939
Dormir dans un bateau - BOAT PARADISE HÔTEL,46.14091,-1.16807
Le Studio Amelot,46.16037738,-1.14731593
Le Chasnot,47.2473325,6.0275023
Charming flat near the Old Port,46.157551,-1.147543
Superbe DUPLEX de 70m2 avec 2 CHAMBRES en HYPER CENTRE au CALME sur COUR classé 3 ETOILES avec PARKING en option,46.1627504,-1.1492281
Odalys City Dijon Les Cordeliers,47.31827001,5.04011462
Charmette,47.34220464,5.03962593
Holiday Inn Express Dijon,47.3269991,5.07608727
ibis Styles Dijon Central,47.32312149,5.03729984
La bohème C.A,47.3182283,5.033319
ibis budget Dijon Saint Apollinaire,47.329601,5.077276
Le Courbet Topdestination-dijon,47.317812,5.034747
BnBesak La Gare Viotte,47.2470489,6.025578
Hôtel Terminus,45.19107826,5.71559832
Hôtel Les Muses,45.9061192,6.15546584
Impérial Palace,45.90374699,6.14469409
Comfortable Studio close to shops and 600 m from the lake Rated 2 stars,45.907608,6.135217
Privilodges Le Royal - Apparthotel,45.90010167,6.12442464
Le Répertoire du Lac - Appartement 1 chambres pour 2 ou 4 pers parking,45.8949371,6.1293345
Hôtel Restaurant Du Stade,47.3217233,5.05321473
Campanile Annecy - Cran Gevrier,45.90026967,6.10310644
Studio Grenoble Gare GEM PLACE PARKING GRATUIT,45.1914257,5.7090677
Le Hüb hostel - Grenoble,45.192873,5.711917
Le Pop'Art - Rent4night Grenoble,45.1856514,5.7438784
41 Vallier,45.1798658,5.7092425
Residhome Grenoble Caserne De Bonne,45.18346987,5.72433829
Okko Hotels Grenoble Jardin Hoche,45.18495018,5.72598981
JOLI STUDIO SUR GRENOBLE,45.1828445,5.7154328
joli 2 pieces en centre ville ,45.1901518,5.7163125
Grand Hôtel Bristol,48.07245883,7.34755754
Relais Du Vignoble,48.00430558,7.2807008
Hotel Restaurant Cristal,48.07390014,7.28547303
Résidence Pierre & Vacances La Petite Venise,48.07093986,7.35386556
Hotel Primo Colmar Centre,48.08151469,7.35728122
Chambres d'Hôtes Rachelle Schneider,48.03117684,7.27921352
Le Domaine de Rouffach,47.96149384,7.29790449
Odalys City Colmar La Rose d'Argent,48.07891558,7.36514839
Beau Regard,47.24393777,6.03282173
L’appart[é] Gold,47.2487438,6.0287418
App Standing LeCarnot Centre Ville,47.2459593,6.0262719
Appart'Hôtel Saint Exupery,47.25654205,6.0280019
Bright flat near the city centre in La Rochelle - Welkeys,46.1613687,-1.1612092
L'île d'Olive,47.2366798,6.0076126
Apartment Château d'Arcadie,43.47504,-1.56035632
Charming 1br at the heart of Biarritz 5 min walking to the beach - Welkeys,43.4827908,-1.5580553
Great studio in 6 min from the Côte des Basques beach Biarritz - Welkeys,43.4739285,-1.5654574
Modern studio with sea view on the Basque coast in Biarritz - Welkeys,43.4817814,-1.5682821
Résidence Helianthe,43.4785261,-1.5649245
Appartement Biarritz,43.4828726,-1.5608275
La Maison de la Côte studios et appartements,43.49019137,-1.55080241
Exceptionnel : hypercentre Biarritz T2 avec patio,43.48091572,-1.55737613
Chez Julie,46.146019,-1.144454
Appartement La Rochelle,46.139607,-1.169667
Centre Ville Location,46.161589,-1.145726
Hotel Inn Design Resto Novo La Rochelle,46.16975862,-1.12158448
Hotel de Ville 3,46.160094,-1.152085
Appartement La Rochelle,46.158979,-1.151402
Marsault Ier - La Rochelle - île de Ré,46.1679202,-1.19903542
Studio ou Duplex Centre Ville,46.16650851,-1.15814836
L ORATOIRE 1,46.1636697,-1.1515621
Séjour de rêve sur Yacht - BOAT PARADISE HÔTEL,46.14856156,-1.1636321
Studio La Rochelle,46.139138,-1.160558
21 Dupaty 2 chambres,46.160046,-1.1529362
Hôtel La Monnaie Art & Spa,46.1563008,-1.15810812
Villa NC30,46.16692352,-1.15739284
Le Farniente,46.1498227,-1.1446893
Appartement avec sauna au pied de la citadelle,47.2338443,6.0287922
Appart spa piscine HOME AND SPA,47.2456376,6.0559598
Sur le Toit du Bureau,47.3271018,5.0432015
Jordans Flat City 45 m2 centre historique,47.3197015,5.0389714
La Chouette Dijonnaise,47.3192296,5.0461235
LE COCON I HyperCentre Dijon I RENT IMMO,47.3274982,5.0385395
Ibis budget Dijon Centre Clemenceau,47.329936,5.05188
LE CONTEMPORAIN I Centre Historique Dijon I RENT IMMO,47.321635,5.0364191
Studio Dijon,47.30870801,5.06046749
Impérial Palace,45.90374699,6.14469409
Séjours & Affaires Grenoble Marie Curie,45.19439642,5.71059331
HOME GANUSHA COSY 3 CHAMBRES PARKING GRATUIT BALCON,45.1633455,5.7117626
Appartement des 4 Saisons,45.18503497,5.7418753
Hotel Mercure Grenoble Centre Président,45.17849379,5.72029755
le Cosy Rock / Rent4night Grenoble,45.1856514,5.7438784
Studio Championnet,45.1864244,5.721605
ibis Grenoble Centre Bastille,45.19052518,5.72641228
Mercure Grenoble Centre Alpotel,45.18327326,5.72969198
Hôtel Roi Soleil Prestige Colmar,48.11283258,7.36520648
B&B Hôtel Colmar Vignobles Ouest,48.08389871,7.31371522
Goélia Le Domaine du Golf,48.12339017,7.25751042
Le Colombier,48.07376803,7.35829376
Hôtel Turenne,48.07192026,7.36053944
La Maison d'Emilie,47.98590408,7.28730977
Hotel Saint-Martin,48.07641681,7.35935189
Hotel L'Europe,48.07720622,7.40387186
Studette confort et simplicité,47.2499218,6.0055029
Besançon appartement T2 sur cour intérieure proximité gare,47.248488,6.0291489
19 Rue Verdière,46.15764209,-1.15492537
Apartment la République,43.4765386,-1.5601462
Charming 5 stars flat at the heart of Biarritz near the beach - Welkeys,43.4814191,-1.5564457
Apartment Jardin Public,43.480249,-1.559287
Appartement Biarritz,43.483658,-1.562265
Le Queen Victoria,43.484977,-1.554132
La Casa Cosy,43.480333,-1.5625479
Hôtel Mirano,43.47436556,-1.55264899
Le Nid De Victor Hugo - Centre-Ville,47.2343766,6.0275885
Le Tivoli - Balcon vue jardin,47.3168374,5.0362118
Hôtel le Thurot,47.32660499,5.02834596
Le Thiou Paradise Annecy,45.8984084,6.1247536
Vertigo | a Member of Design Hotels™,47.32428953,5.03427227
Le Toit d'Aléry,45.900716,6.1205254
Le Studio,45.8971673,6.1174189
Allobroges Park Hôtel,45.90218661,6.12380505
Les Mulots - Appartement T3 de 56m,45.9000927,6.1194913
Campanile Annecy Centre - Gare,45.9011073,6.1226615
Comfortable Studio close to shops and 600 m from the lake Rated 2 stars,45.907608,6.135217
Privilodges Le Royal - Apparthotel,45.90010167,6.12442464
ibis Styles Grenoble Centre Gare,45.19089537,5.71967997
Park Hôtel Grenoble - MGallery,45.18410131,5.73294818
R'Apparts Le Petit Grenoblois - Gare,45.1875055,5.71039
Le Hüb - Grenoble,45.192873,5.711917
RARE : studio avec jardin proche gare/centre-ville,45.19009075,5.71783246
Nid Douillet - BEL APPARTEMENT avec GARAGE,45.1870831,5.7157777
Studio plein centre avec garage,45.1861673,5.72199124
La Loggia - Appartement Terrasse + Garage à Grenoble,45.1782736,5.7261761
Hôtel Roi Soleil Colmar,48.112478,7.36766875
Kyriad Colmar Centre Unterlinden,48.08601523,7.35729933
Ibis Styles Colmar Nord,48.11068714,7.36243308
24m with furnished terrace near Casino Barrière,46.159854,-1.167466
Brit Hotel Restaurant et Spa Le Relais du Ried,48.09240244,7.43310928
Alexain Hotel Restaurant & Wellness - Colmar Ouest,48.09958419,7.23472774
L'Abbaye d'Alspach,48.13668172,7.28546575
Les Contes,42.88256196,1.87384466
Le Rooftop des Halles,43.4804115,-1.5623812
Studio - Guerin Locations Biarritz,43.48132711,-1.55775792
Beautiful flat in the centre of Biarritz,43.482563,-1.559214
Apartment Prado,43.4784581,-1.55681678
Appartement Biarritz,43.4800896,-1.5482186
Apartment Nadaillac-5,43.479585,-1.565274
Atlantico - Arrosa,43.476107,-1.561145
LE CARRÉ MATABIAU HYPERCENTRE GARE NETFLIX,43.6109682,1.4490536
Le Rapp,48.0764186,7.35596895
Duplex au centre ville d'Annecy 3 pièces de 84m,45.8971718,6.1251614
HomeBuddy' - Le Clapotis,45.905165,6.143986
Mercure Colmar Centre Unterlinden,48.0810608,7.35717729
Premiere Classe Annecy Cran-Gevrier,45.8954308,6.1098462
